,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
295,15,25202,25212,23071.6,23626.3,8320.500000000011,0.024042545813901084,25202,25212,10
296,14,25219,25240,24257.0,23917.3,-4755.80000000001,-0.014004204971760803,25219,25240,21
297,14,25297,25306,24646.7,24213.8,-6060.60000000002,-0.017564217522021308,25297,25306,9
298,13,25315,25320,24908.2,24010.7,-11667.5,-0.03603231064468726,25315,25320,5
299,14,25368,25375,23774.2,23344.3,-6018.60000000002,-0.01808262738598987,25368,25375,7
300,15,25447,25452,21244.3,20981.7,-3938.999999999978,-0.012360962705290301,25447,25452,5
301,15,25505,25511,21292.1,21069.0,-3346.499999999978,-0.010478064634300899,25505,25511,6
302,14,25560,25589,21732.2,21626.5,-1479.8000000000102,-0.004863750563679714,25560,25589,29
303,15,25631,25638,20024.2,19927.1,-1456.5000000000327,-0.004849132549615054,25631,25638,7
304,15,25663,25686,20160.0,20264.2,1563.000000000011,0.005168650793650809,25663,25686,23
305,15,25699,25736,20326.6,19775.7,-8263.499999999967,-0.027102417521867816,25699,25736,37
306,15,25758,25763,20257.5,19926.4,-4966.499999999978,-0.016344563741823914,25758,25763,5
307,15,25817,25823,19906.4,19772.0,-2016.0000000000218,-0.006751597476188587,25817,25823,6
308,15,25842,25859,19762.9,18947.4,-12232.5,-0.04126418693612777,25842,25859,17
